SG_UF_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA;TAXA_PART_CAT
RS;43145710;IEE SAPIRANGA;Estadual;Urbana;216;0;163;75,46;465,90;562,11;514,16;476,00;573,87;Grupo 3;67,2000000000000;82,82;30,60000000000000;2,50000000000000;Maior que 90 alunos;media
RS;43145736;CENTRO SINODAL DE ENSINO MEDIO DE SAPIRANGA;Privada;Urbana;28;0;23;82,14;526,71;608,66;560,57;567,71;683,48;Grupo 5;89,7000000000000;82,61;7,90000000000000;0,00000000000000;De 1 a 30 alunos;media
RS;43145809;INST ESTADUAL CEL GENUINO SAMPAIO;Estadual;Urbana;188;1;145;77,13;482,59;564,56;516,53;505,72;537,24;Grupo 4;48,3000000000000;93,10;25,00000000000000;3,60000000000000;Maior que 90 alunos;media
RS;43145884;INST ESTADUAL MATHILDE ZATAR;Estadual;Urbana;126;0;78;61,90;465,39;554,87;504,07;437,79;513,59;Grupo 3;62,1000000000000;87,18;28,10000000000000;16,60000000000000;Maior que 90 alunos;baixa
RS;43146066;IEE RUBEN DARIO;Estadual;Urbana;282;0;219;77,66;471,66;558,63;516,61;465,33;538,45;Grupo 3;48,1000000000000;90,41;26,00000000000000;4,60000000000000;Maior que 90 alunos;media
RS;43146074;ESCOLA DE ENSINO MEDIO NOSSA SENHORA DE FATIMA;Privada;Urbana;26;2;19;73,08;513,15;590,48;553,54;520,03;569,47;Grupo 5;82,2000000000000;89,47;9,00000000000000;0,00000000000000;De 1 a 30 alunos;media
RS;43146368;EEEM CECILIA MEIRELES;Estadual;Urbana;190;4;103;54,21;464,52;544,31;493,40;451,81;492,62;Grupo 3;55,9000000000000;71,84;39,60000000000000;6,50000000000000;Maior que 90 alunos;baixa
RS;43146376;COL ESTADUAL GUIANUBA;Estadual;Urbana;161;0;113;70,19;465,02;550,82;506,31;476,45;536,11;Grupo 3;61,5000000000000;55,75;26,70000000000000;7,60000000000000;Maior que 90 alunos;media
RS;43146996;EEEB ANTONIO JOAO ZANDONA;Estadual;Urbana;49;1;27;55,10;458,44;557,25;479,87;441,45;550,37;Grupo 3;44,0000000000000;85,19;26,40000000000000;2,50000000000000;De 31 a 60 alunos;baixa
RS;43147186;ESC EST ENS MED DR ALDO CONTE;Estadual;Urbana;135;0;114;84,44;487,40;571,61;523,75;479,43;561,58;Grupo 3;66,5000000000000;88,60;28,60000000000000;4,70000000000000;Maior que 90 alunos;media
RS;43147267;IEE MADRE TEREZA;Estadual;Urbana;95;1;66;69,47;477,68;548,32;501,41;453,86;542,42;Grupo 4;55,1000000000000;59,09;24,40000000000000;0,20000000000000;Maior que 90 alunos;media
RS;43148182;EEEB PADRE AFFONSO DIEHL;Estadual;Urbana;51;0;30;58,82;452,11;564,56;510,48;473,76;546,00;Grupo 3;62,8000000000000;90,00;15,00000000000000;6,50000000000000;De 31 a 60 alunos;baixa
RS;43148638;CE CARNEIRO DE CAMPOS;Estadual;Urbana;84;2;63;75,00;484,99;565,14;513,02;487,61;561,90;Grupo 4;63,2000000000000;92,06;25,10000000000000;6,80000000000000;De 61 a 90 alunos;media
RS;43149413;ESC EST ENS MED DR JOSE BISOGNIN;Estadual;Urbana;29;0;24;82,76;464,82;562,24;499,09;465,76;554,17;Grupo 4;47,3000000000000;95,83;0,00000000000000;3,50000000000000;De 1 a 30 alunos;media
RS;43149960;EEEM CRISTO REI;Estadual;Urbana;54;3;34;62,96;440,81;555,77;488,51;443,16;518,24;Grupo 3;63,6000000000000;97,06;3,20000000000000;7,60000000000000;De 31 a 60 alunos;baixa
RS;43149979;ESCOLA ESTADUAL DE ENSINO MEDIO JOSE LUCHESE;Estadual;Urbana;28;0;16;57,14;439,72;530,53;445,55;440,97;485,00;Grupo 3;70,5000000000000;87,50;6,00000000000000;5,90000000000000;De 1 a 30 alunos;baixa
RS;43150608;INST EST EDUC MAURICIO CARDOSO;Estadual;Urbana;78;1;64;82,05;460,76;552,29;510,93;459,32;522,81;Grupo 4;51,0000000000000;84,38;10,30000000000000;1,40000000000000;De 61 a 90 alunos;media
RS;43150659;ESC EST ENS MED JOAQUIM GONCALVES LEDO;Estadual;Urbana;31;1;20;64,52;442,07;516,05;473,04;432,13;501,00;Grupo 2;58,0000000000000;85,00;10,20000000000000;0,80000000000000;De 31 a 60 alunos;baixa
RS;43151450;ESC EST ENS MEDIO INGLES DE SOUZA;Estadual;Urbana;17;0;12;70,59;487,35;548,01;496,28;475,13;545,00;Grupo 3;55,6000000000000;100,00;17,40000000000000;5,90000000000000;De 1 a 30 alunos;media
RS;43151507;ESC EST ENSINO MEDIO SENHOR DOS CAMINHOS;Estadual;Urbana;172;1;118;68,60;472,62;564,12;505,23;480,28;562,37;Grupo 3;64,8000000000000;93,22;23,40000000000000;8,70000000000000;Maior que 90 alunos;media
RS;43151736;EEEM 8 DE MAIO;Estadual;Urbana;15;0;11;73,33;425,37;510,76;485,13;406,25;549,09;Grupo 3;55,0000000000000;90,91;0,00000000000000;2,60000000000000;De 1 a 30 alunos;media
RS;43152198;INST EST EDUC CEL PATRICIO VIEIRA RODRIGUES;Estadual;Urbana;93;4;49;52,69;440,27;544,55;499,46;446,69;473,06;Grupo 3;67,7000000000000;95,92;41,60000000000000;1,50000000000000;Maior que 90 alunos;baixa
RS;43152325;ETE MONTEIRO LOBATO;Estadual;Urbana;129;0;110;85,27;493,40;580,69;538,88;533,08;566,73;Grupo 4;44,9000000000000;98,18;17,50000000000000;0,80000000000000;Maior que 90 alunos;media
RS;43152341;CENTRO SINODAL EM DOROTHEA SCHAFKE;Privada;Urbana;52;3;47;90,38;553,59;616,95;573,13;588,14;693,62;Grupo 5;56,1000000000000;80,85;9,00000000000000;0,00000000000000;De 31 a 60 alunos;alta
RS;43152759;COLEGIO SANTA TERESINHA;Privada;Urbana;27;0;20;74,07;525,89;619,51;578,21;567,06;689,00;Grupo 5;35,7000000000000;75,00;6,00000000000000;0,00000000000000;De 1 a 30 alunos;media
RS;43152767;EEEM FELIPE MARX;Estadual;Urbana;166;0;106;63,86;469,37;564,13;514,24;466,84;556,04;Grupo 4;45,7000000000000;77,36;7,90000000000000;22,90000000000000;Maior que 90 alunos;baixa
RS;43152910;INST ADVENT CRUZEIRO DO SUL;Privada;Urbana;149;1;94;63,09;529,36;591,12;543,47;557,74;576,17;Grupo 5;69,0000000000000;80,85;4,40000000000000;0,80000000000000;Maior que 90 alunos;baixa
RS;43153143;EEEB JOSE ZANATTA;Estadual;Urbana;17;1;16;94,12;503,67;572,63;529,63;523,88;590,00;Grupo 3;48,4000000000000;93,75;11,00000000000000;7,30000000000000;De 1 a 30 alunos;alta
RS;43153640;ESC EST DE ENS MEDIO BARAO DE ANTONINA;Estadual;Urbana;26;0;13;50,00;434,63;531,10;479,88;430,02;447,69;Grupo 4;62,1000000000000;100,00;10,70000000000000;18,20000000000000;De 1 a 30 alunos;baixa
RS;43154697;INSTITUTO DE EDUCACAO CENECISTA TENENTE PORTELA;Privada;Urbana;22;0;17;77,27;447,00;545,16;501,22;438,57;544,71;Grupo 3;78,3000000000000;100,00;0,00000000000000;1,30000000000000;De 1 a 30 alunos;media
RS;43154700;ESCOLA ESTADUAL DE ENSINO MEDIO GETULIO VARGAS;Estadual;Urbana;41;0;30;73,17;464,65;544,41;494,37;454,27;496,67;Grupo 3;75,7000000000000;96,67;0,90000000000000;5,60000000000000;De 31 a 60 alunos;media
RS;43154794;ESCOLA ESTADUAL DE ENSINO MEDIO SEPE TIARAJU;Estadual;Urbana;21;0;13;61,90;476,32;532,65;489,46;426,78;538,46;Grupo 3;61,3000000000000;84,62;5,60000000000000;1,90000000000000;De 1 a 30 alunos;baixa
RS;43154980;ESCOLA ESTADUAL BASICA PROFESSORA ERICA MARQUES;Estadual;Urbana;61;0;45;73,77;485,08;557,94;517,55;471,05;540,89;Grupo 4;47,2000000000000;93,33;14,70000000000000;4,80000000000000;De 61 a 90 alunos;media
RS;43155030;EEEM PASTOR VOGES;Estadual;Urbana;24;1;20;83,33;456,92;569,87;506,66;464,71;571,00;Grupo 3;58,3000000000000;100,00;20,90000000000000;0,00000000000000;De 1 a 30 alunos;media
RS;43155197;COLEGIO TEUTONIA;Privada;Urbana;19;1;18;94,74;538,87;584,13;526,96;600,20;588,89;Grupo 5;78,7000000000000;94,44;7,90000000000000;1,30000000000000;De 1 a 30 alunos;alta
RS;43155375;ESC EST DE ENS MEDIO REYNALDO AFFONSO AUGUSTIN;Estadual;Urbana;88;0;78;88,64;470,49;558,73;501,18;453,92;524,36;Grupo 4;55,8000000000000;87,18;27,30000000000000;14,50000000000000;De 61 a 90 alunos;alta
RS;43155480;ESCOLA DE EDUCACAO BASICA SAO DOMINGOS;Privada;Urbana;48;2;40;83,33;560,49;622,66;576,37;564,34;581,50;Grupo 5;55,0000000000000;87,50;7,40000000000000;0,00000000000000;De 31 a 60 alunos;media
RS;43156215;E E BASICA SAGRADA FAMILIA;Estadual;Urbana;32;0;25;78,13;460,81;531,61;481,98;428,55;508,00;Grupo 3;52,8000000000000;96,00;7,30000000000000;0,00000000000000;De 31 a 60 alunos;media
RS;43156231;EEEB PROFESSOR HERMENEGILDO;Estadual;Urbana;20;0;12;60,00;440,34;557,78;498,23;445,67;516,67;Grupo 3;49,4000000000000;91,67;23,80000000000000;3,60000000000000;De 1 a 30 alunos;baixa
RS;43156312;ESC EST DE EDUC BASICA MARECHAL DEODORO;Estadual;Urbana;44;0;29;65,91;470,56;544,00;507,11;460,80;502,07;Grupo 4;76,0000000000000;96,55;12,70000000000000;4,60000000000000;De 31 a 60 alunos;baixa
RS;43156371;IEE MARCILIO DIAS;Estadual;Urbana;201;1;154;76,62;482,12;566,57;516,50;466,86;535,58;Grupo 4;48,1000000000000;66,23;27,20000000000000;0,90000000000000;Maior que 90 alunos;media
RS;43156681;ESC EST ENS MED NOSSA SENHORA DE LOURDES;Estadual;Urbana;21;0;14;66,67;509,44;586,44;516,18;514,35;510,00;Grupo 3;66,2000000000000;100,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;baixa
RS;43156851;INST EST DE EDUC MARIA ANGELINA MAGGI;Estadual;Urbana;101;0;83;82,18;475,11;557,46;511,87;473,15;541,20;Grupo 4;70,4000000000000;93,98;15,30000000000000;10,60000000000000;Maior que 90 alunos;media
RS;43157114;CE 12 DE MAIO;Estadual;Urbana;165;3;124;75,15;460,77;542,58;498,41;454,17;496,61;Grupo 4;69,5000000000000;62,10;12,90000000000000;14,90000000000000;Maior que 90 alunos;media
RS;43157149;COLEGIO DOM HERMETO;Privada;Urbana;27;0;26;96,30;510,76;577,27;528,87;478,45;620,77;Grupo 5;66,7000000000000;96,15;4,70000000000000;0,00000000000000;De 1 a 30 alunos;alta
RS;43157653;EEEM MADRE MADALENA;Estadual;Urbana;22;0;14;63,64;516,29;585,79;513,99;492,87;601,43;Grupo 3;78,4000000000000;92,86;3,20000000000000;0,00000000000000;De 1 a 30 alunos;baixa
RS;43157726;CENTRO DE ENSINO MEDIO SETREM;Privada;Urbana;22;0;18;81,82;596,92;639,42;584,37;664,19;695,56;Grupo 5;64,5000000000000;77,78;8,10000000000000;0,00000000000000;De 1 a 30 alunos;media
RS;43157734;IEE CARDEAL PACELLI;Estadual;Urbana;121;0;99;81,82;474,31;549,58;496,03;463,95;510,30;Grupo 4;74,1000000000000;82,83;22,50000000000000;7,10000000000000;Maior que 90 alunos;media
RS;43157750;EEEM CASTELO BRANCO;Estadual;Urbana;38;1;26;68,42;446,82;526,92;491,00;450,50;494,62;Grupo 4;62,8000000000000;65,38;16,00000000000000;12,20000000000000;De 31 a 60 alunos;media
RS;43159028;ESCOLA ESTADUAL DE ENSINO MEDIO AGUIA DE HAIA;Estadual;Urbana;33;0;19;57,58;482,98;563,66;508,21;487,92;566,32;Grupo 4;75,0000000000000;63,16;37,60000000000000;2,00000000000000;De 31 a 60 alunos;baixa
RS;43159044;EEEM OLAVO BILAC;Estadual;Urbana;30;0;24;80,00;489,09;555,18;504,17;437,02;506,67;Grupo 3;56,8000000000000;87,50;18,30000000000000;5,70000000000000;De 1 a 30 alunos;media
RS;43159052;EEEB TIRADENTES;Estadual;Urbana;55;0;40;72,73;474,49;567,59;505,37;468,96;564,00;Grupo 3;74,4000000000000;100,00;14,70000000000000;6,10000000000000;De 31 a 60 alunos;media
RS;43159060;ESC EST ED BAS PADRE GONZALES;Estadual;Urbana;22;0;13;59,09;480,68;579,62;513,32;511,06;515,38;Grupo 3;62,5000000000000;100,00;7,60000000000000;5,70000000000000;De 1 a 30 alunos;baixa
RS;43159095;INST EST EDUC ERICO VERISSIMO;Estadual;Urbana;158;1;130;82,28;481,44;571,90;528,02;481,78;567,85;Grupo 4;84,9000000000000;92,31;8,80000000000000;3,50000000000000;Maior que 90 alunos;media
RS;43160140;EMEM GONCALVES DIAS;Municipal;Urbana;38;0;19;50,00;449,82;513,33;467,37;437,02;491,58;Grupo 4;51,9000000000000;94,74;17,60000000000000;4,40000000000000;De 31 a 60 alunos;baixa
RS;43160263;ETM FARROUPILHA;Municipal;Urbana;107;0;67;62,62;465,04;556,12;506,38;460,07;537,01;Grupo 4;58,0000000000000;91,04;15,60000000000000;9,30000000000000;Maior que 90 alunos;baixa
RS;43160727;EEEM PROFESSOR ANTONIO BARELLA;Estadual;Urbana;25;0;18;72,00;478,27;588,06;552,58;469,08;657,78;Grupo 4;68,0000000000000;100,00;21,30000000000000;5,30000000000000;De 1 a 30 alunos;media
RS;43160760;EEEM BENTO GONCALVES;Estadual;Urbana;43;0;35;81,40;477,41;552,62;495,14;471,25;498,29;Grupo 3;74,2000000000000;94,29;19,30000000000000;4,00000000000000;De 31 a 60 alunos;media
RS;43160999;INST EST EDUC MAE DE DEUS;Estadual;Urbana;115;2;91;79,13;472,98;552,83;493,97;457,48;510,11;Grupo 3;54,7000000000000;86,81;26,40000000000000;15,70000000000000;Maior que 90 alunos;media
RS;43161448;ESCOLA DE ENSINO MEDIO DIVINO MESTRE;Privada;Urbana;10;0;10;100,00;507,78;598,11;552,08;511,63;570,00;Grupo 6;60,0000000000000;80,00;4,90000000000000;0,00000000000000;De 1 a 30 alunos;alta
RS;43161510;EEEM ERICO VERISSIMO;Estadual;Urbana;41;0;26;63,41;460,16;544,01;497,93;461,80;517,69;Grupo 3;76,9000000000000;96,15;9,70000000000000;9,80000000000000;De 31 a 60 alunos;baixa
RS;43161529;EEEM JOAQUIM NABUCO;Estadual;Urbana;40;0;27;67,50;452,06;530,48;490,54;433,33;479,26;Grupo 4;44,9000000000000;77,78;6,30000000000000;7,40000000000000;De 31 a 60 alunos;media
RS;43161774;COLEGIO ESTADUAL DE TUPANDI;Estadual;Urbana;32;1;21;65,63;516,30;578,89;532,14;534,15;557,14;Grupo 4;52,8000000000000;95,24;10,00000000000000;3,30000000000000;De 31 a 60 alunos;baixa
RS;43162282;EEEB YETE;Estadual;Urbana;59;1;48;81,36;478,11;573,22;513,90;469,98;590,42;Grupo 3;72,4000000000000;93,75;19,80000000000000;2,70000000000000;De 31 a 60 alunos;media
RS;43162479;INST EST DE EDUC ELISA FERRARI VALLS;Estadual;Urbana;353;1;272;77,05;464,81;555,18;513,63;450,76;553,90;Grupo 3;58,7000000000000;84,56;11,90000000000000;1,50000000000000;Maior que 90 alunos;media
RS;43162487;EEEM DR JOAO FAGUNDES;Estadual;Urbana;114;0;66;57,89;420,80;513,34;467,79;411,28;496,97;Grupo 3;62,2000000000000;78,79;17,90000000000000;13,40000000000000;Maior que 90 alunos;baixa
RS;43162533;IEE LEDA MARIA PEREIRA DA SILVA;Estadual;Rural;32;1;18;56,25;450,81;544,42;463,46;422,31;491,11;Grupo 3;41,5000000000000;72,22;3,40000000000000;6,70000000000000;De 31 a 60 alunos;baixa
RS;43162614;EEEM MAL CANDIDO RONDON;Estadual;Urbana;40;4;25;62,50;435,04;504,56;466,92;419,80;452,80;Grupo 4;45,8000000000000;88,00;4,20000000000000;5,90000000000000;De 31 a 60 alunos;baixa
RS;43162681;INSTITUTO ESTADUAL ROMAGUERA CORREA;Estadual;Urbana;136;1;86;63,24;462,57;551,36;505,39;443,17;519,07;Grupo 4;39,3000000000000;90,70;5,90000000000000;11,40000000000000;Maior que 90 alunos;baixa
RS;43162690;INSTITUTO LAURA VICUNA;Privada;Urbana;27;0;21;77,78;510,56;610,20;563,45;529,78;624,76;Grupo 5;52,0000000000000;90,48;1,00000000000000;0,00000000000000;De 1 a 30 alunos;media
RS;43162886;ESC EST DE ENS MEDIO URUGUAIANA;Estadual;Urbana;329;2;213;64,74;457,20;541,62;495,59;426,72;523,57;Grupo 3;53,7000000000000;84,51;9,30000000000000;11,90000000000000;Maior que 90 alunos;baixa
RS;43162932;CE DR ROBERVAL BEHEREGARAY AZEVEDO;Estadual;Urbana;89;0;47;52,81;445,59;514,77;472,84;408,97;505,11;Grupo 3;53,6000000000000;85,11;17,40000000000000;5,80000000000000;De 61 a 90 alunos;baixa
RS;43163017;COLEGIO BOM JESUS SAO JOSE;Privada;Urbana;27;0;26;96,30;561,17;640,65;592,36;624,17;660,77;Grupo 5;64,1000000000000;92,31;4,50000000000000;0,00000000000000;De 1 a 30 alunos;alta
RS;43163025;INST EST EDUC IRMAO GETULIO;Estadual;Urbana;129;1;90;69,77;477,27;566,57;528,86;467,18;558,67;Grupo 4;62,1000000000000;81,11;15,00000000000000;11,10000000000000;Maior que 90 alunos;media
RS;43164013;ESC EST ENS MED ALVARO LAUREANO BRUM;Estadual;Urbana;26;1;19;73,08;503,11;582,83;522,93;503,05;587,37;Grupo 4;47,5000000000000;100,00;6,80000000000000;6,80000000000000;De 1 a 30 alunos;media
RS;43164439;ESC EST ENS MEDIO CONEGO JOSUE BARDIN;Estadual;Urbana;25;1;20;80,00;486,67;569,36;481,11;518,08;589,00;Grupo 3;76,8000000000000;90,00;2,70000000000000;1,40000000000000;De 1 a 30 alunos;media
RS;43165060;CE PONCHO VERDE;Estadual;Urbana;44;1;25;56,82;488,19;570,96;527,30;516,48;559,20;Grupo 5;64,6000000000000;96,00;9,50000000000000;7,20000000000000;De 31 a 60 alunos;baixa
RS;43165133;EEEM FRIDA RECKZIEGEL;Estadual;Rural;16;0;10;62,50;471,15;550,91;503,11;475,45;576,00;Grupo 3;42,6000000000000;80,00;2,50000000000000;11,40000000000000;De 1 a 30 alunos;baixa
RS;43165478;EEEM MARIANTE;Estadual;Rural;14;0;14;100,00;465,21;551,82;485,59;466,41;518,57;Grupo 3;62,0000000000000;85,71;5,60000000000000;9,70000000000000;De 1 a 30 alunos;alta
RS;43165486;EEEM MONTE DAS TABOCAS;Estadual;Urbana;75;0;60;80,00;467,73;555,28;512,91;502,40;570,33;Grupo 4;44,8000000000000;91,67;15,50000000000000;1,80000000000000;De 61 a 90 alunos;media
RS;43165648;ESC EST ED BAS CONEGO ALBINO JUCHEM;Estadual;Urbana;200;3;150;75,00;472,85;544,83;505,52;471,15;519,20;Grupo 4;63,9000000000000;82,67;19,30000000000000;1,50000000000000;Maior que 90 alunos;media
RS;43166407;COLEGIO REGINA COELI;Privada;Urbana;42;0;40;95,24;546,57;599,02;555,69;542,64;713,50;Grupo 5;68,9000000000000;97,50;3,10000000000000;0,00000000000000;De 31 a 60 alunos;alta
RS;43166440;CE SAO LUIZ GONZAGA;Estadual;Urbana;106;3;70;66,04;485,02;566,89;510,93;482,74;551,71;Grupo 4;59,4000000000000;82,86;25,20000000000000;11,00000000000000;Maior que 90 alunos;baixa
RS;43166822;EEEM ACORIANOS;Estadual;Urbana;64;3;35;54,69;453,19;541,50;507,72;420,29;493,71;Grupo 4;53,7000000000000;88,57;11,50000000000000;2,90000000000000;De 61 a 90 alunos;baixa
RS;43167284;COLEGIO STELLA MARIS;Privada;Urbana;73;0;61;83,56;505,38;599,48;554,30;525,28;617,38;Grupo 5;93,1000000000000;90,16;4,70000000000000;0,00000000000000;De 61 a 90 alunos;media
RS;43167306;EEEM PROFESSORA CELIA FLORES LAVRA PINTO;Estadual;Urbana;48;0;27;56,25;464,11;541,48;506,80;450,02;500,00;Grupo 4;59,6000000000000;85,19;23,20000000000000;8,40000000000000;De 31 a 60 alunos;baixa
RS;43167390;EEEM MINUANO;Estadual;Urbana;46;1;23;50,00;453,57;533,21;506,95;425,97;532,17;Grupo 4;53,0000000000000;78,26;53,10000000000000;0,90000000000000;De 31 a 60 alunos;baixa
RS;43167403;ESC EST DE ENS MEDIO SETEMBRINA;Estadual;Urbana;88;0;62;70,45;471,35;557,87;509,82;476,44;545,16;Grupo 4;50,0000000000000;6,45;9,00000000000000;5,40000000000000;De 61 a 90 alunos;media
RS;43167489;EEEM FARROUPILHA;Estadual;Urbana;151;0;94;62,25;460,28;552,51;503,84;445,54;524,47;Grupo 4;78,2000000000000;60,64;20,60000000000000;8,00000000000000;Maior que 90 alunos;baixa
RS;43167543;COLEGIO EST ALCEBIADES AZEREDO DOS SANTOS;Estadual;Urbana;165;1;100;60,61;456,92;528,31;490,26;436,24;518,20;Grupo 4;56,3000000000000;89,00;18,70000000000000;2,30000000000000;Maior que 90 alunos;baixa
RS;43167772;COLEGIO MARISTA NOSSA SENHORA DAS GRACAS;Privada;Urbana;53;0;44;83,02;548,89;632,66;587,67;576,03;641,82;Grupo 5;84,6000000000000;79,55;9,00000000000000;0,00000000000000;De 31 a 60 alunos;media
RS;43167837;COLEGIO ADVENTISTA DE VIAMAO - EDUC INF ENS FUND E MEDIO;Privada;Urbana;39;0;30;76,92;519,59;599,65;541,48;563,10;526,67;Grupo 5;40,3000000000000;90,00;3,30000000000000;0,00000000000000;De 31 a 60 alunos;media
RS;43168167;ESC EST DE EDUCACAO BASICA 14 DE MAIO;Estadual;Urbana;32;0;24;75,00;448,85;553,67;493,64;429,21;555,83;Grupo 3;61,5000000000000;95,83;18,30000000000000;0,00000000000000;De 31 a 60 alunos;media
RS;43168426;EEEB DR JOSE MARIA DE CASTRO;Estadual;Urbana;28;0;26;92,86;507,55;594,03;523,81;522,70;611,54;Grupo 4;63,1000000000000;88,46;11,80000000000000;5,80000000000000;De 1 a 30 alunos;alta
RS;43168566;CE DOSOLINA BOFF;Estadual;Urbana;33;0;21;63,64;486,26;561,09;502,22;474,44;583,81;Grupo 3;50,0000000000000;80,95;3,30000000000000;2,30000000000000;De 31 a 60 alunos;baixa
RS;43168817;EEEM VILA MARIA;Estadual;Urbana;36;0;22;61,11;452,95;561,71;505,89;462,90;552,73;Grupo 3;54,6000000000000;90,91;8,10000000000000;0,80000000000000;De 31 a 60 alunos;baixa
RS;43169031;CE MONSENHOR PERES;Estadual;Urbana;11;0;11;100,00;492,77;569,07;499,94;464,95;550,91;Grupo 5;47,2000000000000;100,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
RS;43169201;EEEB LEONARDO FRITZEN;Estadual;Urbana;30;0;16;53,33;476,03;552,99;528,02;508,61;535,00;Grupo 5;39,5000000000000;93,75;8,50000000000000;5,30000000000000;De 1 a 30 alunos;baixa
RS;43169341;EE TECNICA FRONTEIRA NOROESTE;Estadual;Rural;53;0;36;67,92;495,74;582,94;476,70;509,19;511,11;Grupo 3;75,8000000000000;97,22;7,70000000000000;0,80000000000000;De 31 a 60 alunos;media
RS;43169368;ESCOLA TECNICA ESTADUAL CELEIRO;Estadual;Rural;55;0;38;69,09;465,10;532,61;452,75;431,08;441,05;Grupo 4;35,1000000000000;97,37;5,50000000000000;2,40000000000000;De 31 a 60 alunos;media
RS;43169473;CE CERRO BRANCO;Estadual;Urbana;30;0;25;83,33;464,49;537,51;489,52;442,57;524,80;Grupo 3;52,6000000000000;92,00;14,80000000000000;3,50000000000000;De 1 a 30 alunos;media
RS;43169627;INST EST EDUC SAO FRANCISCO SOLANO;Estadual;Urbana;96;1;75;78,13;469,29;565,12;510,15;476,71;520,00;Grupo 4;80,0000000000000;84,00;24,20000000000000;9,80000000000000;Maior que 90 alunos;media
RS;43169830;INSTITUTO DE EDUCACAO CENECISTA GENERAL CANABARRO;Privada;Urbana;15;1;13;86,67;524,90;609,81;559,60;518,59;643,08;Grupo 5;38,5000000000000;100,00;0,00000000000000;3,00000000000000;De 1 a 30 alunos;alta
RS;43170498;ESC EST ENS MED DR JOAO CARUSO;Estadual;Urbana;89;1;56;62,92;477,15;548,78;498,98;480,54;525,00;Grupo 4;51,5000000000000;87,50;18,50000000000000;8,00000000000000;De 61 a 90 alunos;baixa
RS;43170587;INSTITUTO ESTADUAL ALFREDO OSCAR KIEFER;Estadual;Urbana;33;1;24;72,73;469,79;544,11;509,52;487,71;541,25;Grupo 4;51,3000000000000;83,33;12,20000000000000;5,10000000000000;De 31 a 60 alunos;media
RS;43170617;EEEM TOMAS GARCIA DA COSTA;Estadual;Urbana;39;0;22;56,41;474,26;525,94;459,24;439,65;465,45;Grupo 3;57,3000000000000;95,45;13,30000000000000;1,40000000000000;De 31 a 60 alunos;baixa
RS;43171141;EBE DR PAULO DEVANIER LAUDA - CIEP;Estadual;Urbana;80;1;50;62,50;454,84;544,44;501,83;431,37;511,20;Grupo 4;64,9000000000000;62,00;25,80000000000000;8,10000000000000;De 61 a 90 alunos;baixa
RS;43171176;EEEM CORONEL ANTONIO FIORAVANTE;Estadual;Urbana;19;1;10;52,63;449,85;519,93;468,37;431,91;484,00;Grupo 3;49,1000000000000;80,00;15,60000000000000;10,40000000000000;De 1 a 30 alunos;baixa
RS;43171230;COLEGIO MUTIRAO DE CAXIAS DO SUL;Privada;Urbana;36;2;30;83,33;574,46;641,80;581,78;579,36;648,00;Grupo 6;62,0000000000000;83,33;5,30000000000000;0,00000000000000;De 31 a 60 alunos;media
RS;43171281;ESCOLA MEDIA ESTADUAL JACINTO INACIO;Estadual;Urbana;61;2;36;59,02;471,82;544,86;485,72;427,31;498,33;Grupo 3;60,9000000000000;97,22;25,40000000000000;19,40000000000000;De 61 a 90 alunos;baixa
RS;43171397;EEEB FRANCISCO BROCHADO DA ROCHA CIEP;Estadual;Urbana;34;0;24;70,59;455,62;564,04;501,45;466,09;540,00;Grupo 3;88,3000000000000;79,17;41,10000000000000;8,60000000000000;De 31 a 60 alunos;media
RS;43171443;EEEM DR ROMARIO ARAUJO DE OLIVEIRA;Estadual;Urbana;19;0;11;57,89;468,98;557,55;495,30;424,45;485,45;Grupo 4;56,6000000000000;100,00;15,60000000000000;5,20000000000000;De 1 a 30 alunos;baixa
RS;43171591;EEEB OSMAR DA ROCHA GRAFULHA;Estadual;Urbana;140;0;104;74,29;465,39;540,77;497,49;438,29;497,69;Grupo 4;83,7000000000000;84,62;33,30000000000000;1,20000000000000;Maior que 90 alunos;media
RS;43171834;COLEGIO ESTADUAL ILOPOLIS;Estadual;Urbana;38;1;19;50,00;444,46;545,51;476,87;449,79;501,05;Grupo 4;67,4000000000000;94,74;7,90000000000000;4,30000000000000;De 31 a 60 alunos;baixa
RS;43172059;INSTITUTO EST EDUCACAO ASSIS BRASIL;Estadual;Urbana;58;3;38;65,52;480,89;569,04;501,72;468,88;561,05;Grupo 4;63,5000000000000;97,37;1,50000000000000;1,40000000000000;De 31 a 60 alunos;baixa
